trial_number,drug_id,start_char,end_char,recognised_text
ACTRN12605000479606,DB00996,1305,1315,gabapentin
ACTRN12605000481673,DB00624,0,43,Testosterone Metered-Dose Transdermal Spray
ACTRN12605000482662,DB00624,16,28,testosterone
ACTRN12605000482662,DB00624,88,100,testosterone
ACTRN12605000482662,DB00052,164,184,human growth hormone
ACTRN12605000485639,DB00591,128,150,Fluocinolone Acetonide
ACTRN12605000486628,DB01238,51,63,aripiprazole
ACTRN12605000488606,DB05258,10,25,interferon alfa
ACTRN12605000488606,DB00811,33,42,ribavirin
ACTRN12605000489695,DB00898,71,78,ethanol
ACTRN12605000498695,DB01217,0,19,Anastrozole 1mg/day
ACTRN12605000498695,DB00482,24,33,Celecoxib
ACTRN12605000504617,DB01136,56,66,carvedilol
ACTRN12605000504617,DB00264,68,78,metoprolol
ACTRN12605000504617,DB00139,79,88,succinate
ACTRN12605000504617,DB00612,90,100,bisoprolol
ACTRN12605000505606,DB01048,103,111,abacavir
ACTRN12605000505606,DB00709,112,122,lamivudine
ACTRN12605000505606,DB00879,137,150,emtricitabine
ACTRN12605000507684,DB00422,91,106,methylphenidate
ACTRN12605000507684,DB00422,1093,1108,methylphenidate
ACTRN12605000508673,DB00052,26,40,growth hormone
ACTRN12605000508673,DB00624,135,147,testosterone
ACTRN12605000508673,DB00052,227,241,growth hormone
ACTRN12605000508673,DB00624,470,482,testosterone
ACTRN12605000510640,DB00317,12,21,gefitinib
ACTRN12605000510640,DB00317,54,63,gefitinib
ACTRN12605000510640,DB00317,101,110,gefitinib
ACTRN12605000512628,DB04915,5,16,Phenoxodiol
ACTRN12605000513617,DB00764,652,662,mometasone
ACTRN12605000516684,DB01238,80,92,aripiprazole
ACTRN12605000516684,DB01238,166,178,aripiprazole
ACTRN12605000516684,DB01238,354,369,Aripiprazole 10
ACTRN12605000516684,DB01238,438,450,aripiprazole
ACTRN12605000516684,DB00334,582,592,olanzapine
ACTRN12605000516684,DB00334,692,702,olanzapine
ACTRN12605000516684,DB00734,792,803,risperidone
ACTRN12605000516684,DB01224,811,821,quetiapine
ACTRN12605000516684,DB06288,833,844,amisulpride
ACTRN12605000516684,DB00334,885,895,olanzapine
ACTRN12605000516684,DB01238,1060,1072,aripiprazole
ACTRN12605000516684,DB00334,1180,1190,olanzapine
ACTRN12605000517673,DB00624,0,25,Testosterone Metered Dose
ACTRN12605000518662,DB00624,0,25,Testosterone Metered Dose
ACTRN12605000519651,DB00783,0,9,Estradiol
ACTRN12605000520639,DB00783,0,9,Estradiol
ACTRN12605000521628,DB00783,0,40,Estradiol Metered-Dose Transdermal Spray
ACTRN12605000522617,DB00624,0,43,Testosterone Metered-Dose Transdermal Spray
ACTRN12605000524695,DB00813,0,8,Fentanyl
ACTRN12605000525684,DB00490,0,41,Buspirone Metered Dose Transdermal System
ACTRN12605000526673,DB00813,0,8,Fentanyl
ACTRN12605000526673,DB00704,54,64,Naltrexone
ACTRN12605000527662,DB00813,0,13,Fentanyl MDTS
ACTRN12605000527662,DB00704,18,28,Naltrexone
ACTRN12605000528651,DB00624,0,25,Testosterone Metered Dose
ACTRN12605000529640,DB01296,6,17,Glucosamine
ACTRN12605000531617,DB00898,833,840,alcohol
ACTRN12605000531617,DB00898,1612,1619,alcohol
ACTRN12605000532606,DB00481,0,10,Raloxifene
ACTRN12605000532606,DB00052,106,120,growth hormone
ACTRN12605000533695,DB01060,32,43,amoxycillin
ACTRN12605000533695,DB00766,44,55,clavulanate
ACTRN12605000536662,DB01073,0,11,Fludarabine
ACTRN12605000536662,DB01042,65,81,Melphalan 120mg/
ACTRN12605000540617,DB01373,508,515,calcium
ACTRN12605000540617,DB11094,520,529,vitamin D
ACTRN12605000542695,DB00178,0,8,Ramipril
ACTRN12605000544673,DB01345,154,163,potassium
ACTRN12605000544673,DB03017,1276,1279,ABL
ACTRN12605000545662,DB00641,289,300,simvastatin
ACTRN12605000545662,DB09270,492,504,coenzyme Q10
ACTRN12605000545662,DB00641,642,653,simvastatin
ACTRN12605000545662,DB09270,842,854,coenzyme Q10
ACTRN12605000545662,DB09270,1025,1037,coenzyme Q10
ACTRN12605000545662,DB00148,1082,1090,creatine
ACTRN12605000545662,DB09270,1849,1861,coenzyme Q10
ACTRN12605000545662,DB09270,1989,2001,coenzyme Q10
ACTRN12605000545662,DB09270,2125,2137,coenzyme Q10
ACTRN12605000545662,DB09270,2178,2190,coenzyme Q10
ACTRN12605000550606,DB00608,0,11,Chloroquine
ACTRN12605000550606,DB01299,12,23,sulfadoxine
ACTRN12605000550606,DB00205,24,37,pyrimethamine
ACTRN12605000550606,DB09274,72,82,Artesunate
ACTRN12605000550606,DB00608,96,107,Chloroquine
ACTRN12605000551695,DB06697,0,10,Artemether
ACTRN12605000551695,DB06708,11,23,lumefantrine
ACTRN12605000551695,DB01299,27,38,sulfadoxine
ACTRN12605000551695,DB06697,117,127,artemether
ACTRN12605000551695,DB06708,128,140,lumefantrine
ACTRN12605000551695,DB01299,163,174,sulfadoxine
ACTRN12605000551695,DB00205,175,188,pyrimethamine
ACTRN12605000555651,DB00158,317,323,folate
ACTRN12605000555651,DB00125,339,347,arginine
ACTRN12605000555651,DB00155,349,359,citrulline
ACTRN12605000555651,DB01686,361,365,ADMA
ACTRN12605000555651,DB09140,460,466,oxygen
ACTRN12605000555651,DB09140,481,487,oxygen
ACTRN12605000555651,DB09152,504,512,nitrogen
ACTRN12605000555651,DB06690,696,709,nitrous oxide
ACTRN12605000555651,DB09140,759,765,oxygen
ACTRN12605000556640,DB01224,0,19,Quetiapine fumarate
ACTRN12605000556640,DB00734,58,69,Risperidone
ACTRN12605000557639,DB00945,17,24,aspirin
ACTRN12605000557639,DB00302,223,238,tranexamic acid
ACTRN12605000557639,DB12859,240,242,TA
ACTRN12605000557639,DB00302,363,378,Tranexamic Acid
ACTRN12605000558628,DB00644,68,72,GnRH
ACTRN12605000558628,DB00644,102,106,GnRH
ACTRN12605000560695,DB00440,35,47,trimethoprim
ACTRN12605000560695,DB01015,48,64,sulfamethoxazole
ACTRN12605000560695,DB01059,69,80,norfloxacin
ACTRN12605000561684,DB00958,126,137,Carboplatin
ACTRN12605000561684,DB00958,194,210,Carboplatin plus
ACTRN12605000561684,DB01229,211,221,Paclitaxel
ACTRN12605000562673,DB02638,16,28,terlipressin
ACTRN12605000563662,DB03088,29,32,PCA
ACTRN12605000563662,DB00193,51,59,tramadol
ACTRN12605000563662,DB00295,87,95,morphine
ACTRN12605000563662,DB03088,121,124,PCA
ACTRN12605000564651,DB03088,52,55,PCA
ACTRN12605000564651,DB00295,109,117,morphine
ACTRN12605000564651,DB00193,144,152,tramadol
ACTRN12605000564651,DB00193,198,206,tramadol
ACTRN12605000564651,DB03088,226,229,PCA
ACTRN12605000564651,DB00435,281,290,no 4 hour
ACTRN12605000564651,DB00813,337,345,fentanyl
ACTRN12605000569606,DB03756,5,8,DHA
ACTRN12605000569606,DB10574,14,31,Tuna Oil Capsules
ACTRN12605000577617,DB00370,16,27,mirtazapine
ACTRN12605000579695,DB01109,46,53,Heparin
ACTRN12605000581662,DB00758,0,33,Clopidogrel Loading Dose 300mg vs
ACTRN12605000582651,DB01434,871,874,nor
ACTRN12605000582651,DB09155,1361,1364,he/
ACTRN12605000582651,DB00316,2201,2212,paracetamol
ACTRN12605000583640,DB00399,0,15,Zoledronic acid
ACTRN12605000588695,DB00445,26,37,Epirubicin	
ACTRN12605000588695,DB00544,105,118,Fluorouracil	
ACTRN12605000588695,DB00531,175,192,Cyclophosphamide	
ACTRN12605000588695,DB01248,266,275,Docetaxel
ACTRN12605000588695,DB00072,340,351,Trastuzumab
ACTRN12605000588695,DB00072,629,640,Trastuzumab
ACTRN12605000591651,DB00783,0,9,ESTRADIOL
ACTRN12605000593639,DB08604,105,114,triclosan
ACTRN12605000596606,DB00681,42,66,liposomal amphotericin B
ACTRN12605000596606,DB00681,113,127,amphotericin B
ACTRN12605000597695,DB01109,175,182,heparin
ACTRN12605000597695,DB01022,187,196,vitamin K
ACTRN12605000597695,DB01109,419,426,heparin
ACTRN12605000598684,DB12510,353,358,Ozone
ACTRN12605000598684,DB10516,392,398,casein
ACTRN12605000598684,DB11348,426,443,calcium phosphate
ACTRN12605000600640,DB08439,108,120,Parecoxib 40
ACTRN12605000600640,DB00295,156,164,morphine
ACTRN12605000601639,DB01225,111,121,enoxaparin
ACTRN12605000601639,DB01022,126,135,vitamin K
ACTRN12605000601639,DB01225,658,675,Enoxaparin sodium
ACTRN12605000601639,DB01022,687,697,vitamin K-
ACTRN12605000601639,DB00682,717,725,warfarin
ACTRN12605000601639,DB00946,727,740,phenprocoumon
ACTRN12605000601639,DB01418,744,757,acenocoumarol
ACTRN12605000601639,DB01225,829,839,enoxaparin
ACTRN12605000601639,DB01022,840,850,vitamin K-
ACTRN12605000602628,DB00684,15,25,Tobramycin
ACTRN12605000603617,DB00296,7,18,ropivacaine
ACTRN12605000603617,DB03088,98,101,PCA
ACTRN12605000603617,DB00295,102,110,morphine
ACTRN12605000604606,DB10662,177,185,Chickpea
ACTRN12605000605695,DB10662,177,185,chickpea
ACTRN12605000605695,DB10579,219,224,wheat
ACTRN12605000605695,DB10662,241,249,chickpea
ACTRN12605000605695,DB10579,260,265,wheat
ACTRN12605000608662,DB01221,25,33,Ketamine
ACTRN12605000610639,DB00783,135,144,estradiol
ACTRN12605000610639,DB00783,237,246,estradiol
ACTRN12605000611628,DB00640,48,60,Adenosine 5'
ACTRN12605000625673,DB00853,21,33,temozolomide
ACTRN12605000626662,DB10631,4,13,cranberry
ACTRN12605000626662,DB10631,129,138,cranberry
ACTRN12605000626662,DB10631,298,307,cranberry
ACTRN12605000627651,DB00134,346,349,met
ACTRN12605000627651,DB01234,713,726,dexamethasone
ACTRN12605000627651,DB00860,754,766,prednisolone
ACTRN12605000627651,DB01234,1620,1633,Dexamethasone
ACTRN12605000627651,DB00860,1799,1811,prednisolone
ACTRN12605000627651,DB00860,2191,2203,prednisolone
ACTRN12605000630617,DB10532,14,20,Garlic
ACTRN12605000631606,DB00588,103,125,Fluticasone Propionate
ACTRN12605000632695,DB01592,12,16,iron
ACTRN12605000639628,DB00335,49,57,atenolol
ACTRN12605000640606,DB00235,98,107,Milrinone
ACTRN12605000641695,DB00313,72,75,DPA
ACTRN12605000641695,DB03756,94,114,docosahexaenoic acid
ACTRN12605000641695,DB03756,116,119,DHA
ACTRN12605000642684,DB00052,13,27,growth hormone
ACTRN12605000642684,DB00624,43,55,testosterone
ACTRN12605000642684,DB01708,65,69,DHEA
ACTRN12605000644662,DB00398,79,88,sorafenib
ACTRN12605000646640,DB00898,77,84,alcohol
ACTRN12605000646640,DB00898,495,502,alcohol
ACTRN12605000647639,DB00898,77,84,alcohol
ACTRN12605000647639,DB00898,257,264,alcohol
ACTRN12605000647639,DB00898,268,275,alcohol
ACTRN12605000647639,DB00898,572,579,alcohol
ACTRN12605000647639,DB00898,755,762,alcohol
ACTRN12605000647639,DB00898,824,831,alcohol
ACTRN12605000648628,DB11181,117,131,homatropine 5%
ACTRN12605000650695,DB12182,63,67,IL-4
ACTRN12605000650695,DB12182,185,189,IL-4
ACTRN12605000650695,DB12182,205,209,IL-4
ACTRN12605000650695,DB12182,352,356,IL-4
ACTRN12605000657628,DB00959,22,40,methylprednisolone
ACTRN12605000658617,DB11094,45,54,Vitamin D
ACTRN12605000658617,DB00153,167,181,ergocalciferol
ACTRN12605000660684,DB01232,57,67,saquinavir
ACTRN12605000661673,DB01601,97,106,lopinavir
ACTRN12605000661673,DB01601,140,149,lopinavir
ACTRN12605000661673,DB09341,256,263,glucose
ACTRN12605000663651,DB01992,102,105,CoA
ACTRN12605000663651,DB00175,127,138,pravastatin
ACTRN12605000663651,DB04540,209,220,cholesterol
ACTRN12605000663651,DB00175,242,253,pravastatin
ACTRN12605000663651,DB04540,291,302,cholesterol
ACTRN12605000664640,DB10517,21,27,Celery
ACTRN12605000665639,DB06782,145,148,BAL
ACTRN12605000666628,DB01238,30,42,aripiprazole
ACTRN12605000675628,DB01104,224,234,sertraline
ACTRN12605000677606,DB00818,48,56,propofol
ACTRN12605000677606,DB01236,61,72,sevoflurane
ACTRN12605000677606,DB00818,293,301,propofol
ACTRN12605000677606,DB01236,305,316,sevoflurane
ACTRN12605000677606,DB01236,518,529,sevoflurane
ACTRN12605000683639,DB00435,17,29,nitric oxide
ACTRN12605000683639,DB00635,84,94,Prednisone
ACTRN12605000684628,DB00398,135,144,sorafenib
ACTRN12605000684628,DB01229,165,175,paclitaxel
ACTRN12605000684628,DB00958,180,191,carboplatin
ACTRN12605000684628,DB01229,199,209,paclitaxel
ACTRN12605000684628,DB00958,214,225,carboplatin
ACTRN12605000684628,DB00853,388,391,TMZ
ACTRN12605000684628,DB00398,475,484,Sorafenib
ACTRN12605000684628,DB01229,516,526,paclitaxel
ACTRN12605000684628,DB00958,546,557,carboplatin
ACTRN12605000684628,DB01229,623,633,paclitaxel
ACTRN12605000684628,DB00958,653,664,carboplatin
ACTRN12605000684628,DB00958,736,747,carboplatin
ACTRN12605000684628,DB01229,748,758,paclitaxel
ACTRN12605000684628,DB00958,914,925,carboplatin
ACTRN12605000684628,DB01229,926,936,paclitaxel
ACTRN12605000684628,DB00398,961,970,sorafenib
ACTRN12605000686606,DB00435,482,494,nitric oxide
ACTRN12605000690651,DB00412,70,83,rosiglitazone
ACTRN12605000691640,DB12537,10,24,Benzodiazepine
ACTRN12605000691640,DB12537,247,261,Benzodiazepine
ACTRN12605000692639,DB01281,6,15,Abatacept
ACTRN12605000692639,DB00635,21,31,Prednisone
ACTRN12605000692639,DB00635,35,45,Prednisone
ACTRN12605000692639,DB00635,93,103,Prednisone
ACTRN12605000692639,DB00635,107,117,Prednisone
ACTRN12605000693628,DB01992,61,64,CoA
ACTRN12605000694617,DB00958,14,25,Carboplatin
ACTRN12605000698673,DB00834,56,68,mifepristone
ACTRN12605000701628,DB00445,14,24,Epirubicin
ACTRN12605000701628,DB00515,31,40,Cisplatin
ACTRN12605000706673,DB00650,23,33,Leucovorin
ACTRN12605000707662,DB05034,43,52,ularitide
ACTRN12605000712606,DB00619,0,8,Imatinib
ACTRN12605000716662,DB00544,5,11,Fu - 3
ACTRN12605000719639,DB09140,102,108,oxygen
ACTRN12605000719639,DB09140,508,514,oxygen
ACTRN12605000719639,DB09140,623,629,oxygen
ACTRN12605000720617,DB00813,24,32,fentanyl
ACTRN12605000720617,DB00295,48,56,morphine
ACTRN12605000720617,DB00813,118,126,fentanyl
ACTRN12605000720617,DB00295,421,429,morphine
ACTRN12605000724673,DB09462,934,942,glycerol
ACTRN12605000728639,DB01409,25,35,tiotropium
ACTRN12605000730606,DB00182,19,30,amphetamine
ACTRN12605000730606,DB01576,118,132,dexamphetamine
ACTRN12605000731695,DB00997,103,114,doxorubicin
ACTRN12605000731695,DB00531,119,135,cyclophosphamide
ACTRN12605000731695,DB01229,148,158,paclitaxel
ACTRN12605000731695,DB00441,160,171,gemcitabine
ACTRN12605000731695,DB00019,191,204,pegfilgrastim
ACTRN12605000731695,DB00012,222,238,darbepoetin alfa
ACTRN12605000733673,DB04899,23,26,BNP
ACTRN12605000733673,DB04899,42,45,BNP
ACTRN12605000733673,DB04899,267,270,BNP
ACTRN12605000735651,DB04899,114,117,BNP
ACTRN12605000735651,DB04899,357,360,BNP
ACTRN12605000738628,DB09341,511,526,Glucose Monitor
ACTRN12605000738628,DB09341,760,775,Glucose Monitor
ACTRN12605000738628,DB09341,832,839,glucose
ACTRN12605000739617,DB04899,939,942,BNP
ACTRN12605000739617,DB11846,1204,1226,Creatinine Clearance  
ACTRN12605000742673,DB00709,187,197,lamivudine
ACTRN12605000742673,DB00709,444,454,lamivudine
ACTRN12605000742673,DB00709,520,530,lamivudine
ACTRN12605000744651,DB00163,0,9,Vitamin E
ACTRN12605000744651,DB00166,10,21,Lipoic acid
ACTRN12605000745640,DB01233,78,92,metoclopramide
ACTRN12605000762651,DB09341,75,100,Glucose Monitoring System
ACTRN12605000762651,DB09341,843,850,glucose
ACTRN12605000762651,DB09341,2026,2033,glucose
ACTRN12605000763640,DB00899,0,12,Remifentanil
ACTRN12605000763640,DB00818,82,90,propofol
ACTRN12605000764639,DB00435,166,170,"No """
ACTRN12605000765628,DB00653,31,49,magnesium sulphate
ACTRN12605000765628,DB00653,237,255,magnesium sulphate
ACTRN12605000765628,DB00653,308,326,magnesium sulphate
ACTRN12605000769684,DB00108,75,86,natalizumab
ACTRN12605000770662,DB00541,20,31,Vincristine
ACTRN12605000770662,DB00997,33,44,Doxorubicin
ACTRN12605000770662,DB01234,49,62,Dexamethasone
ACTRN12605000770662,DB00188,171,181,bortezomib
ACTRN12605000770662,DB00997,183,194,Doxorubicin
ACTRN12605000770662,DB01234,199,212,Dexamethasone
ACTRN12605000770662,DB00188,392,402,bortezomib
ACTRN12605000770662,DB00860,441,453,prednisolone
ACTRN12605000774628,DB00083,31,53,Botulinum toxin Type A
ACTRN12605000775617,DB00083,46,68,Botulinum toxin Type A
ACTRN12605000777695,DB01039,15,26,fenofibrate
ACTRN12605000777695,DB00641,37,48,simvastatin
ACTRN12605000778684,DB00133,43,61,s) and Bilevel (c)
ACTRN12605000779673,DB00281,20,30,Lignocaine
ACTRN12605000780651,DB00468,36,43,quinine
ACTRN12605000783628,DB00128,352,368,D Emotion Theory
ACTRN12605000784617,DB01281,6,15,Abatacept
ACTRN12605000784617,DB00563,21,33,methotrexate
ACTRN12605000784617,DB01281,108,117,Abatacept
ACTRN12605000784617,DB00563,123,135,methotrexate
ACTRN12605000785606,DB01281,6,15,Abatacept
ACTRN12605000786695,DB00316,44,55,paracetamol
ACTRN12605000790640,DB09113,0,14,Poractant alfa
ACTRN12605000790640,DB06709,171,183,methacholine
ACTRN12605000792628,DB00762,206,216,irinotecan
ACTRN12605000792628,DB00544,218,232,5-fluorouracil
ACTRN12605000792628,DB00650,237,247,leucovorin
ACTRN12605000792628,DB00762,350,360,irinotecan
ACTRN12605000793617,DB05147,0,6,CYT997
ACTRN12605000794606,DB00988,359,367,dopamine
ACTRN12605000795695,DB01042,3,12,Melphalan
ACTRN12605000795695,DB01042,107,116,Melphalan
ACTRN12605000795695,DB01042,358,367,Melphalan
ACTRN12605000795695,DB01042,430,439,Melphalan
ACTRN12605000795695,DB01234,444,457,dexamethasone
ACTRN12605000795695,DB00099,523,533,filgrastim
ACTRN12605000795695,DB01042,591,600,melphalan
ACTRN12605000795695,DB01042,725,739,Melphalan 20mg
ACTRN12605000795695,DB01234,748,761,dexamethasone
ACTRN12605000797673,DB00435,359,379,no more than 2 weeks
ACTRN12605000798662,DB09140,79,85,oxygen
ACTRN12605000798662,DB09140,218,224,oxygen
ACTRN12605000798662,DB09140,401,407,oxygen
ACTRN12605000798662,DB09157,420,434,carbon dioxide
ACTRN12605000802606,DB00074,52,73,Basiliximab Anti-CD25
ACTRN12606000003572,DB00178,0,11,Ramipril 10
ACTRN12606000004561,DB01074,0,11,Perhexiline
ACTRN12606000005550,DB00745,73,82,modafinil
ACTRN12606000005550,DB00745,449,458,modafinil
ACTRN12606000006549,DB11699,26,37,tropisetron
ACTRN12606000006549,DB11699,102,113,tropisetron
ACTRN12606000007538,DB00526,286,297,oxaliplatin
ACTRN12606000009516,DB00762,135,145,irinotecan
ACTRN12606000009516,DB00762,217,227,irinotecan
ACTRN12606000010594,DB06186,19,26,MDX-010
ACTRN12606000015549,DB00544,103,117,5-fluorouracil
ACTRN12606000015549,DB00441,236,247,gemcitabine
ACTRN12606000019505,DB00682,404,412,warfarin
ACTRN12606000019505,DB00682,572,580,warfarin
ACTRN12606000019505,DB00551,697,700,AHA
ACTRN12606000019505,DB00682,1024,1032,warfarin
ACTRN12606000019505,DB00682,1329,1337,warfarin
ACTRN12606000019505,DB00682,1540,1548,warfarin
ACTRN12606000027516,DB00745,84,93,modafinil
ACTRN12606000030572,DB00997,11,22,doxorubicin
ACTRN12606000030572,DB00531,27,43,cyclophosphamide
ACTRN12606000030572,DB01229,56,66,paclitaxel
ACTRN12606000030572,DB00019,165,178,pegfilgrastim
ACTRN12606000031561,DB01039,0,11,fenofibrate
ACTRN12606000031561,DB01039,36,47,fenofibrate
ACTRN12606000031561,DB01039,72,83,fenofibrate
ACTRN12606000031561,DB01039,109,120,fenofibrate
ACTRN12606000031561,DB01039,146,157,fenofibrate
ACTRN12606000032550,DB00415,639,641,AP
ACTRN12606000033549,DB00333,463,472,methadone
ACTRN12606000034538,DB10579,50,55,wheat
ACTRN12606000034538,DB10579,482,487,wheat
ACTRN12606000034538,DB10579,577,582,wheat
ACTRN12606000043538,DB00640,9,18,adenosine
ACTRN12606000043538,DB01400,23,34,neostigmine
ACTRN12606000045516,DB01345,300,309,potassium
ACTRN12606000046505,DB01235,24,30,L-dopa
ACTRN12606000046505,DB01235,242,248,L-dopa
ACTRN12606000046505,DB01235,375,381,L-dopa
ACTRN12606000046505,DB01235,424,430,L-dopa
ACTRN12606000046505,DB01235,853,864,L-dopa/dopa
ACTRN12606000046505,DB00494,949,959,Entacapone
ACTRN12606000046505,DB01235,1115,1121,L-dopa
ACTRN12606000046505,DB01235,1139,1145,L-dopa
ACTRN12606000046505,DB01235,1199,1205,L-dopa
ACTRN12606000046505,DB00494,1293,1303,entacapone
ACTRN12606000046505,DB01235,1428,1434,L-dopa
ACTRN12606000046505,DB00190,1436,1445,carbidopa
ACTRN12606000046505,DB00494,1459,1469,entacapone
ACTRN12606000046505,DB01235,1836,1842,L-dopa
ACTRN12606000046505,DB01235,1962,1968,L-dopa
ACTRN12606000046505,DB00190,1978,1987,carbidopa
ACTRN12606000046505,DB00494,2539,2549,entacapone
ACTRN12606000049572,DB09341,30,37,glucose
ACTRN12606000049572,DB09341,115,122,glucose
ACTRN12606000049572,DB09341,140,147,glucose
ACTRN12606000049572,DB09341,515,522,glucose
ACTRN12606000049572,DB09341,670,677,glucose
ACTRN12606000049572,DB09341,1074,1081,glucose
ACTRN12606000049572,DB09341,1475,1482,glucose
ACTRN12606000049572,DB09341,1540,1547,glucose
ACTRN12606000049572,DB09341,1906,1913,glucose
ACTRN12606000049572,DB09341,2044,2051,glucose
ACTRN12606000049572,DB09341,2179,2186,glucose
ACTRN12606000049572,DB09341,3478,3485,glucose
ACTRN12606000049572,DB09341,3669,3676,glucose
ACTRN12606000049572,DB09341,4038,4045,glucose
